run_id,seed,profile,scenario,model,identity_continuity,lure_capture,recovery_latency_s,selection_switches
358_ground_creature_matched_adversarial_identity,358,ground_creature,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
358_ground_creature_matched_adversarial_identity,358,ground_creature,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
358_virtual_avatar_matched_adversarial_identity,358,virtual_avatar,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
358_virtual_avatar_matched_adversarial_identity,358,virtual_avatar,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
358_wheeled_robot_matched_adversarial_identity,358,wheeled_robot,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
358_wheeled_robot_matched_adversarial_identity,358,wheeled_robot,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
359_drone_matched_adversarial_identity,359,drone,matched_adversarial_identity,generic_recurrent_filter,0.9861111111111112,0.013888888888888888,0.0,12
359_drone_matched_adversarial_identity,359,drone,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
359_ground_creature_matched_adversarial_identity,359,ground_creature,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
359_ground_creature_matched_adversarial_identity,359,ground_creature,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
359_virtual_avatar_matched_adversarial_identity,359,virtual_avatar,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
359_virtual_avatar_matched_adversarial_identity,359,virtual_avatar,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
359_wheeled_robot_matched_adversarial_identity,359,wheeled_robot,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
359_wheeled_robot_matched_adversarial_identity,359,wheeled_robot,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
360_drone_matched_adversarial_identity,360,drone,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,4
360_drone_matched_adversarial_identity,360,drone,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
360_ground_creature_matched_adversarial_identity,360,ground_creature,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
360_ground_creature_matched_adversarial_identity,360,ground_creature,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
360_virtual_avatar_matched_adversarial_identity,360,virtual_avatar,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
360_virtual_avatar_matched_adversarial_identity,360,virtual_avatar,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
360_wheeled_robot_matched_adversarial_identity,360,wheeled_robot,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
360_wheeled_robot_matched_adversarial_identity,360,wheeled_robot,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
