seed,profile,condition,protocol,frame,epoch,stage,morphology_level,true_key,lure_key,pre_final_key,true_self_p,lure_self_p,lure_present,change_point
261,ground_creature,progressive_persistent,matched_diagnostic,84,0,2,2,0:4,0:2,,0.94571405792725,0.99399691893151,1,1
261,ground_creature,progressive_persistent,matched_diagnostic,85,0,2,2,0:4,0:2,,0.94945034471731,0.99221819979866,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,86,0,2,2,0:4,0:2,,0.95484914807437,0.9901492863221,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,87,0,2,2,0:4,0:2,,0.95877599431886,0.98773546619856,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,88,0,2,2,0:4,0:2,,0.96177774579009,0.98510482089026,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,89,0,2,2,0:2,0:4,,0.98547965710934,0.9591616284319,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,90,0,2,2,0:2,0:4,,0.9855017577303,0.9576292177301,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,91,0,2,2,0:2,0:4,,0.98765573371348,0.95584290750731,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,92,0,2,2,0:2,0:4,,0.98661701642968,0.95346674428711,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,93,0,2,2,0:2,0:4,,0.98552737431455,0.95130240153809,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,94,0,2,2,0:2,0:4,,0.98488417631679,0.95014423413315,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,95,0,2,2,0:2,0:4,,0.9846173434357,0.94841298815145,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,96,0,2,2,0:2,0:4,,0.98401345570216,0.94524089407648,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,97,0,2,2,0:2,0:4,,0.98414010388487,0.94449243976655,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,98,0,2,2,0:2,0:4,,0.98425758066422,0.94268160679472,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,99,0,2,2,0:2,0:4,,0.98684847802892,0.94255596293155,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,100,0,2,2,0:2,0:4,,0.98628527829184,0.94294337274411,1,0
